customer_id,audience_segment,audience_status,experiment_group,impressions,clicks,converted,revenue
C000069,High-Value Loyalists,Suppressed,Suppressed,0,0,0,0.0
C000070,Lapsing Customers,Eligible,Treatment,5,0,0,0.0
C000071,Lapsing Customers,Eligible,Treatment,4,1,0,0.0
C000072,Lapsing Customers,Eligible,Treatment,6,0,0,0.0
C000073,Browsers / No Purchase,Eligible,Treatment,5,0,0,0.0
C000074,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000075,High-Value Loyalists,Eligible,Treatment,4,0,0,0.0
C000076,Lapsing Customers,Eligible,Treatment,3,0,0,0.0
C000077,Lapsing Customers,Eligible,Treatment,4,0,0,0.0
C000078,New Customers,Eligible,Treatment,1,0,0,0.0
C000079,New Customers,Eligible,Treatment,6,1,0,0.0
C000080,Browsers / No Purchase,Eligible,Treatment,6,1,0,0.0
C000081,New Customers,Eligible,Treatment,4,0,0,0.0
C000082,Lapsing Customers,Eligible,Control,0,0,0,0.0
C000083,Browsers / No Purchase,Eligible,Treatment,5,0,0,0.0
C000084,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000085,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000086,High-Value Loyalists,Eligible,Treatment,6,0,1,64.96
C000087,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000088,Lapsing Customers,Eligible,Treatment,5,1,0,0.0
C000089,High-Value Loyalists,Suppressed,Suppressed,0,0,0,0.0
C000090,New Customers,Eligible,Treatment,6,0,0,0.0
C000091,High-Value Loyalists,Eligible,Treatment,6,0,0,0.0
C000092,New Customers,Eligible,Treatment,6,0,1,64.1
C000093,Lapsing Customers,Eligible,Treatment,1,0,0,0.0
C000094,Lapsing Customers,Eligible,Treatment,2,0,0,0.0
C000095,Lapsing Customers,Eligible,Treatment,6,0,0,0.0
C000096,New Customers,Eligible,Control,0,0,0,0.0
C000097,Lapsing Customers,Eligible,Treatment,1,0,0,0.0
C000098,High-Value Loyalists,Suppressed,Suppressed,0,0,0,0.0
C000099,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000100,Browsers / No Purchase,Eligible,Control,0,0,0,0.0
C000101,Browsers / No Purchase,Eligible,Treatment,6,0,0,0.0
C000102,New Customers,Eligible,Treatment,4,1,0,0.0
C000103,Lapsing Customers,Eligible,Treatment,5,0,0,0.0
C000104,Browsers / No Purchase,Eligible,Treatment,3,1,0,0.0
C000105,Browsers / No Purchase,Eligible,Treatment,5,2,0,0.0
C000106,Browsers / No Purchase,Eligible,Treatment,4,0,0,0.0
C000107,Lapsing Customers,Eligible,Treatment,3,0,0,0.0
C000108,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000109,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000110,Browsers / No Purchase,Suppressed,Suppressed,0,0,0,0.0
C000111,Lapsing Customers,Eligible,Treatment,4,1,0,0.0
C000112,Lapsing Customers,Eligible,Treatment,5,0,0,0.0
C000113,Lapsing Customers,Eligible,Treatment,2,0,0,0.0
C000114,New Customers,Eligible,Treatment,4,0,0,0.0
C000115,High-Value Loyalists,Eligible,Treatment,4,0,0,0.0
C000116,Browsers / No Purchase,Eligible,Treatment,5,0,0,0.0
C000117,Browsers / No Purchase,Eligible,Treatment,2,1,0,0.0
C000118,Browsers / No Purchase,Eligible,Treatment,1,0,1,132.73
C000119,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000120,New Customers,Eligible,Treatment,2,0,0,0.0
C000121,New Customers,Eligible,Treatment,1,0,0,0.0
C000122,New Customers,Eligible,Treatment,3,0,0,0.0
C000123,High-Value Loyalists,Eligible,Treatment,2,0,0,0.0
C000124,Lapsing Customers,Eligible,Control,0,0,0,0.0
C000125,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000126,New Customers,Eligible,Treatment,4,1,0,0.0
C000127,Lapsing Customers,Eligible,Treatment,2,1,1,106.09
C000128,High-Value Loyalists,Eligible,Treatment,5,0,0,0.0
C000129,High-Value Loyalists,Suppressed,Suppressed,0,0,0,0.0
C000130,New Customers,Eligible,Treatment,2,0,0,0.0
C000131,High-Value Loyalists,Eligible,Treatment,6,0,1,100.98
C000132,Browsers / No Purchase,Eligible,Treatment,1,1,0,0.0
C000133,New Customers,Eligible,Treatment,1,0,0,0.0
C000134,Lapsing Customers,Eligible,Treatment,4,0,0,0.0
C000135,New Customers,Eligible,Treatment,1,0,0,0.0
C000136,High-Value Loyalists,Eligible,Treatment,6,0,0,0.0
C000137,Browsers / No Purchase,Eligible,Treatment,3,0,0,0.0
C000138,New Customers,Eligible,Treatment,2,0,0,0.0
C000139,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000140,High-Value Loyalists,Eligible,Treatment,4,1,1,90.68
C000141,New Customers,Eligible,Treatment,3,0,0,0.0
C000142,New Customers,Eligible,Control,0,0,0,0.0
C000143,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000144,New Customers,Eligible,Treatment,4,0,0,0.0
C000145,Lapsing Customers,Eligible,Treatment,1,0,0,0.0
C000146,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000147,Lapsing Customers,Eligible,Treatment,6,0,0,0.0
C000148,New Customers,Eligible,Treatment,4,0,0,0.0
C000149,Lapsing Customers,Eligible,Treatment,5,1,0,0.0
C000150,High-Value Loyalists,Eligible,Treatment,3,1,0,0.0
C000151,Browsers / No Purchase,Suppressed,Suppressed,0,0,0,0.0
C000152,Browsers / No Purchase,Eligible,Treatment,3,1,0,0.0
C000153,High-Value Loyalists,Eligible,Control,0,0,0,0.0
C000154,New Customers,Eligible,Treatment,6,0,0,0.0
C000155,High-Value Loyalists,Eligible,Treatment,3,0,0,0.0
C000156,New Customers,Suppressed,Suppressed,0,0,0,0.0
C000157,Lapsing Customers,Eligible,Treatment,4,1,1,44.12
C000158,New Customers,Eligible,Treatment,3,1,0,0.0
C000159,Browsers / No Purchase,Suppressed,Suppressed,0,0,0,0.0
C000160,Browsers / No Purchase,Eligible,Treatment,3,0,0,0.0
C000161,High-Value Loyalists,Suppressed,Suppressed,0,0,0,0.0
C000162,Browsers / No Purchase,Eligible,Treatment,5,0,0,0.0
C000163,Lapsing Customers,Eligible,Treatment,4,0,0,0.0
C000164,High-Value Loyalists,Eligible,Treatment,3,0,0,0.0
C000165,New Customers,Suppressed,Suppressed,0,0,0,0.0
C000166,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000167,Browsers / No Purchase,Eligible,Control,0,0,0,0.0
C000168,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000169,Lapsing Customers,Eligible,Treatment,2,0,1,108.35
C000170,Browsers / No Purchase,Eligible,Treatment,1,0,1,142.81
C000171,Lapsing Customers,Eligible,Treatment,5,0,0,0.0
C000172,New Customers,Eligible,Treatment,4,0,0,0.0
C000173,Lapsing Customers,Eligible,Treatment,5,0,0,0.0
C000174,Browsers / No Purchase,Eligible,Treatment,4,0,0,0.0
C000175,High-Value Loyalists,Eligible,Treatment,2,0,0,0.0
C000176,High-Value Loyalists,Eligible,Treatment,2,0,0,0.0
C000177,Lapsing Customers,Eligible,Treatment,1,0,1,123.26
C000178,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000179,Browsers / No Purchase,Eligible,Control,0,0,0,0.0
C000180,Browsers / No Purchase,Eligible,Treatment,6,0,0,0.0
C000181,Browsers / No Purchase,Eligible,Control,0,0,0,0.0
C000182,Browsers / No Purchase,Eligible,Treatment,4,1,0,0.0
C000183,New Customers,Eligible,Treatment,2,0,1,123.2
C000184,Lapsing Customers,Eligible,Treatment,6,0,0,0.0
C000185,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000186,New Customers,Eligible,Treatment,2,0,0,0.0
C000187,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000188,High-Value Loyalists,Eligible,Treatment,3,0,0,0.0
C000189,Browsers / No Purchase,Eligible,Control,0,0,0,0.0
C000190,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000191,Browsers / No Purchase,Eligible,Treatment,5,2,0,0.0
C000192,Lapsing Customers,Eligible,Treatment,1,0,0,0.0
C000193,High-Value Loyalists,Suppressed,Suppressed,0,0,0,0.0
C000194,Browsers / No Purchase,Eligible,Treatment,3,0,0,0.0
C000195,High-Value Loyalists,Eligible,Treatment,6,0,0,0.0
C000196,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000197,New Customers,Eligible,Treatment,6,0,0,0.0
C000198,Browsers / No Purchase,Eligible,Treatment,6,0,0,0.0
C000199,High-Value Loyalists,Eligible,Treatment,2,0,0,0.0
C000200,Lapsing Customers,Eligible,Treatment,3,0,0,0.0
C000201,Browsers / No Purchase,Eligible,Control,0,0,0,0.0
C000202,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000203,New Customers,Eligible,Treatment,2,0,0,0.0
C000204,High-Value Loyalists,Eligible,Treatment,3,1,0,0.0
C000205,High-Value Loyalists,Eligible,Treatment,5,0,0,0.0
C000206,Lapsing Customers,Eligible,Control,0,0,0,0.0
C000207,High-Value Loyalists,Eligible,Treatment,4,0,0,0.0
C000208,New Customers,Eligible,Treatment,6,1,0,0.0
C000209,High-Value Loyalists,Eligible,Treatment,6,0,0,0.0
C000210,New Customers,Eligible,Treatment,1,0,0,0.0
C000211,New Customers,Eligible,Treatment,4,0,1,53.16
C000212,New Customers,Suppressed,Suppressed,0,0,0,0.0
C000213,High-Value Loyalists,Eligible,Treatment,2,0,0,0.0
C000214,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000215,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000216,Browsers / No Purchase,Suppressed,Suppressed,0,0,0,0.0
C000217,High-Value Loyalists,Eligible,Treatment,3,0,0,0.0
C000218,High-Value Loyalists,Eligible,Treatment,5,0,0,0.0
C000219,Browsers / No Purchase,Eligible,Treatment,3,1,0,0.0
C000220,Lapsing Customers,Eligible,Treatment,6,0,0,0.0
C000221,Lapsing Customers,Eligible,Treatment,2,0,0,0.0
C000222,New Customers,Eligible,Treatment,3,0,0,0.0
C000223,New Customers,Eligible,Treatment,6,1,0,0.0
C000224,Browsers / No Purchase,Eligible,Treatment,5,1,0,0.0
C000225,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000226,Browsers / No Purchase,Eligible,Treatment,5,0,0,0.0
C000227,High-Value Loyalists,Suppressed,Suppressed,0,0,1,128.53
C000228,New Customers,Eligible,Treatment,2,0,0,0.0
C000229,New Customers,Eligible,Treatment,2,0,0,0.0
C000230,High-Value Loyalists,Eligible,Treatment,5,1,1,41.93
C000231,High-Value Loyalists,Eligible,Treatment,5,0,0,0.0
C000232,Lapsing Customers,Eligible,Treatment,6,2,0,0.0
C000233,Browsers / No Purchase,Eligible,Treatment,3,0,0,0.0
C000234,New Customers,Suppressed,Suppressed,0,0,0,0.0
C000235,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000236,Browsers / No Purchase,Eligible,Treatment,5,0,0,0.0
C000237,Lapsing Customers,Eligible,Treatment,2,1,0,0.0
C000238,Browsers / No Purchase,Eligible,Control,0,0,0,0.0
C000239,High-Value Loyalists,Eligible,Treatment,6,0,0,0.0
C000240,High-Value Loyalists,Eligible,Treatment,5,0,0,0.0
C000241,Browsers / No Purchase,Eligible,Treatment,5,1,0,0.0
C000242,Browsers / No Purchase,Eligible,Treatment,4,0,0,0.0
C000243,Lapsing Customers,Eligible,Treatment,6,0,1,59.26
C000244,New Customers,Eligible,Treatment,5,0,0,0.0
C000245,New Customers,Eligible,Treatment,4,1,0,0.0
C000246,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000247,New Customers,Eligible,Treatment,4,1,0,0.0
C000248,Lapsing Customers,Eligible,Treatment,1,0,0,0.0
C000249,Lapsing Customers,Eligible,Treatment,3,0,0,0.0
C000250,Lapsing Customers,Eligible,Treatment,3,1,0,0.0
C000251,New Customers,Suppressed,Suppressed,0,0,0,0.0
C000252,Browsers / No Purchase,Eligible,Treatment,5,0,0,0.0
C000253,Lapsing Customers,Eligible,Treatment,5,0,0,0.0
C000254,Lapsing Customers,Suppressed,Suppressed,0,0,1,41.16
C000255,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000256,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000257,Browsers / No Purchase,Eligible,Treatment,5,1,0,0.0
C000258,High-Value Loyalists,Suppressed,Suppressed,0,0,0,0.0
C000259,High-Value Loyalists,Eligible,Treatment,3,0,0,0.0
C000260,New Customers,Eligible,Treatment,6,0,0,0.0
C000261,High-Value Loyalists,Eligible,Treatment,5,0,0,0.0
C000262,Browsers / No Purchase,Eligible,Treatment,6,0,0,0.0
C000263,Lapsing Customers,Eligible,Treatment,3,1,0,0.0
C000264,High-Value Loyalists,Eligible,Treatment,2,0,1,83.96
C000265,Browsers / No Purchase,Eligible,Control,0,0,0,0.0
C000266,High-Value Loyalists,Suppressed,Suppressed,0,0,1,94.86
C000267,Lapsing Customers,Eligible,Treatment,6,1,0,0.0
C000268,High-Value Loyalists,Eligible,Treatment,5,0,0,0.0
C000269,High-Value Loyalists,Suppressed,Suppressed,0,0,0,0.0
C000270,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000271,High-Value Loyalists,Eligible,Control,0,0,0,0.0
C000272,High-Value Loyalists,Eligible,Treatment,3,0,0,0.0
C000273,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000274,New Customers,Eligible,Treatment,1,0,0,0.0
C000275,New Customers,Eligible,Treatment,3,1,0,0.0
C000276,Lapsing Customers,Eligible,Treatment,3,0,0,0.0
C000277,Lapsing Customers,Eligible,Control,0,0,0,0.0
C000278,New Customers,Eligible,Treatment,2,0,0,0.0
C000279,Browsers / No Purchase,Eligible,Control,0,0,0,0.0
C000280,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000281,High-Value Loyalists,Suppressed,Suppressed,0,0,1,64.33
C000282,High-Value Loyalists,Eligible,Treatment,6,0,0,0.0
C000283,Lapsing Customers,Eligible,Treatment,6,1,1,80.81
C000284,Lapsing Customers,Eligible,Treatment,4,0,1,134.33
C000285,New Customers,Eligible,Treatment,3,0,0,0.0
C000286,Lapsing Customers,Eligible,Treatment,1,0,0,0.0
C000287,High-Value Loyalists,Eligible,Treatment,6,0,0,0.0
C000288,Lapsing Customers,Eligible,Treatment,2,1,0,0.0
C000289,New Customers,Eligible,Treatment,2,0,0,0.0
C000290,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000291,Browsers / No Purchase,Eligible,Treatment,6,0,0,0.0
C000292,High-Value Loyalists,Eligible,Treatment,2,0,0,0.0
C000293,Browsers / No Purchase,Eligible,Treatment,3,1,0,0.0
C000294,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000295,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000296,Browsers / No Purchase,Eligible,Treatment,2,1,0,0.0
C000297,Browsers / No Purchase,Eligible,Treatment,6,0,0,0.0
C000298,Browsers / No Purchase,Suppressed,Suppressed,0,0,0,0.0
C000299,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000300,New Customers,Eligible,Treatment,5,0,0,0.0
C000301,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000302,High-Value Loyalists,Eligible,Treatment,5,0,0,0.0
C000303,New Customers,Eligible,Treatment,6,2,0,0.0
C000304,New Customers,Eligible,Treatment,1,0,0,0.0
C000305,Browsers / No Purchase,Eligible,Treatment,3,0,0,0.0
C000306,Lapsing Customers,Eligible,Treatment,2,0,1,81.1
C000307,Lapsing Customers,Eligible,Treatment,6,1,0,0.0
C000308,New Customers,Eligible,Control,0,0,0,0.0
C000309,Lapsing Customers,Eligible,Treatment,3,0,0,0.0
C000310,High-Value Loyalists,Eligible,Treatment,3,0,0,0.0
C000311,Lapsing Customers,Eligible,Treatment,3,0,0,0.0
C000312,Lapsing Customers,Eligible,Control,0,0,0,0.0
C000313,Lapsing Customers,Eligible,Treatment,1,0,0,0.0
C000314,Lapsing Customers,Eligible,Treatment,2,0,0,0.0
C000315,Lapsing Customers,Eligible,Treatment,5,0,0,0.0
C000316,Lapsing Customers,Eligible,Control,0,0,0,0.0
C000317,Lapsing Customers,Eligible,Treatment,6,0,0,0.0
C000318,New Customers,Eligible,Treatment,4,1,0,0.0
C000319,Lapsing Customers,Eligible,Treatment,1,0,0,0.0
C000320,Browsers / No Purchase,Eligible,Treatment,6,1,0,0.0
C000321,Browsers / No Purchase,Eligible,Treatment,6,0,0,0.0
C000322,New Customers,Eligible,Treatment,4,0,0,0.0
C000323,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000324,New Customers,Eligible,Treatment,5,2,0,0.0
C000325,Browsers / No Purchase,Eligible,Treatment,3,0,0,0.0
C000326,New Customers,Eligible,Treatment,3,1,0,0.0
C000327,Browsers / No Purchase,Eligible,Treatment,5,1,0,0.0
C000328,New Customers,Eligible,Treatment,2,0,1,136.93
C000329,New Customers,Eligible,Treatment,5,0,0,0.0
C000330,Lapsing Customers,Eligible,Treatment,4,0,0,0.0
C000331,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000332,Lapsing Customers,Eligible,Control,0,0,0,0.0
C000333,New Customers,Eligible,Control,0,0,0,0.0
C000334,Browsers / No Purchase,Eligible,Treatment,6,0,1,57.61
C000335,High-Value Loyalists,Suppressed,Suppressed,0,0,0,0.0
C000336,New Customers,Eligible,Treatment,2,1,0,0.0
C000337,High-Value Loyalists,Suppressed,Suppressed,0,0,1,70.92
C000338,Browsers / No Purchase,Eligible,Treatment,6,2,0,0.0
C000339,High-Value Loyalists,Eligible,Treatment,2,0,0,0.0
C000340,Browsers / No Purchase,Eligible,Treatment,4,0,0,0.0
C000341,High-Value Loyalists,Eligible,Control,0,0,0,0.0
C000342,Browsers / No Purchase,Eligible,Treatment,3,1,0,0.0
C000343,Browsers / No Purchase,Suppressed,Suppressed,0,0,0,0.0
C000344,New Customers,Eligible,Control,0,0,0,0.0
C000345,Browsers / No Purchase,Eligible,Treatment,3,0,0,0.0
C000346,Browsers / No Purchase,Eligible,Treatment,4,0,0,0.0
C000347,Browsers / No Purchase,Eligible,Treatment,4,0,1,62.51
C000348,Lapsing Customers,Eligible,Treatment,4,1,0,0.0
C000349,New Customers,Eligible,Treatment,3,0,0,0.0
C000350,High-Value Loyalists,Eligible,Treatment,5,0,0,0.0
C000351,New Customers,Eligible,Treatment,3,0,0,0.0
C000352,High-Value Loyalists,Eligible,Treatment,6,0,0,0.0
C000353,New Customers,Eligible,Treatment,2,0,0,0.0
C000354,New Customers,Eligible,Treatment,5,0,0,0.0
C000355,Lapsing Customers,Eligible,Control,0,0,1,38.26
C000356,New Customers,Eligible,Treatment,2,0,0,0.0
C000357,Browsers / No Purchase,Eligible,Control,0,0,0,0.0
C000358,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000359,New Customers,Eligible,Control,0,0,0,0.0
C000360,New Customers,Eligible,Treatment,4,0,0,0.0
C000361,Browsers / No Purchase,Suppressed,Suppressed,0,0,0,0.0
C000362,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000363,High-Value Loyalists,Eligible,Treatment,2,0,0,0.0
C000364,High-Value Loyalists,Eligible,Treatment,4,0,0,0.0
C000365,New Customers,Eligible,Treatment,4,0,0,0.0
C000366,Lapsing Customers,Eligible,Treatment,1,0,0,0.0
C000367,Browsers / No Purchase,Eligible,Treatment,4,0,0,0.0
C000368,New Customers,Eligible,Treatment,2,1,0,0.0
C000369,Lapsing Customers,Eligible,Control,0,0,0,0.0
C000370,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000371,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000372,Lapsing Customers,Eligible,Treatment,6,0,0,0.0
C000373,Lapsing Customers,Eligible,Treatment,6,0,0,0.0
C000374,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000375,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000376,High-Value Loyalists,Eligible,Treatment,3,1,0,0.0
C000377,Browsers / No Purchase,Suppressed,Suppressed,0,0,0,0.0
C000378,Lapsing Customers,Eligible,Treatment,3,0,0,0.0
C000379,Lapsing Customers,Eligible,Treatment,2,0,0,0.0
C000380,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000381,New Customers,Eligible,Treatment,6,1,0,0.0
C000382,Browsers / No Purchase,Eligible,Treatment,6,0,0,0.0
C000383,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000384,Lapsing Customers,Eligible,Treatment,2,0,0,0.0
C000385,Lapsing Customers,Eligible,Treatment,1,0,0,0.0
C000386,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000387,Browsers / No Purchase,Eligible,Treatment,4,0,0,0.0
C000388,Browsers / No Purchase,Eligible,Treatment,3,0,0,0.0
C000389,High-Value Loyalists,Eligible,Treatment,4,0,0,0.0
C000390,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000391,New Customers,Eligible,Treatment,5,0,0,0.0
C000392,High-Value Loyalists,Eligible,Treatment,3,0,0,0.0
C000393,New Customers,Eligible,Treatment,1,0,0,0.0
C000394,New Customers,Suppressed,Suppressed,0,0,0,0.0
C000395,High-Value Loyalists,Suppressed,Suppressed,0,0,1,80.57
C000396,Lapsing Customers,Eligible,Treatment,5,0,0,0.0
C000397,Browsers / No Purchase,Eligible,Treatment,5,1,0,0.0
C000398,Lapsing Customers,Eligible,Treatment,2,0,1,69.32
C000399,Lapsing Customers,Suppressed,Suppressed,0,0,0,0.0
C000400,Lapsing Customers,Eligible,Treatment,2,0,0,0.0
C000401,Lapsing Customers,Eligible,Control,0,0,0,0.0
C000402,Browsers / No Purchase,Eligible,Treatment,3,0,0,0.0
C000403,Browsers / No Purchase,Eligible,Treatment,5,1,0,0.0
C000404,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000405,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000406,Browsers / No Purchase,Eligible,Treatment,2,0,1,122.56
C000407,Lapsing Customers,Eligible,Treatment,2,0,0,0.0
C000408,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000409,High-Value Loyalists,Eligible,Treatment,2,0,0,0.0
C000410,Browsers / No Purchase,Eligible,Treatment,2,0,0,0.0
C000411,New Customers,Eligible,Treatment,6,0,0,0.0
C000412,New Customers,Eligible,Treatment,2,0,0,0.0
C000413,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000414,Browsers / No Purchase,Eligible,Treatment,3,0,0,0.0
C000415,High-Value Loyalists,Eligible,Treatment,5,0,0,0.0
C000416,Lapsing Customers,Eligible,Treatment,6,1,0,0.0
C000417,High-Value Loyalists,Eligible,Control,0,0,0,0.0
C000418,Browsers / No Purchase,Suppressed,Suppressed,0,0,0,0.0
C000419,High-Value Loyalists,Eligible,Treatment,1,0,0,0.0
C000420,Browsers / No Purchase,Eligible,Treatment,1,0,0,0.0
C000421,New Customers,Eligible,Treatment,5,0,0,0.0
